1536,1.0
1568,1.0
1600,1.0
1632,1.0
1664,1.0
1696,1.0
1728,1.0
1760,1.0
1792,1.0
1824,1.0
1856,1.0
1888,1.0
1920,1.0
1952,1.0
1984,1.0
2016,1.0
2048,1.0
2080,1.0
2112,1.0
2144,1.0
2176,1.0
2208,1.0
2240,1.0
2272,1.0
2304,1.0
2336,1.0
2368,1.0
2400,1.0
2432,1.0
2464,1.0
2496,1.0
2528,1.0
2560,1.0
2592,1.0
2624,1.0
2656,0.99995
2688,0.99935
2720,0.99535
2752,0.9788
2784,0.9297
2816,0.8242
2848,0.64155
2880,0.42955
2912,0.24425
2944,0.11095
2976,0.0395
3008,0.012
3040,0.00255
3072,0.00055
3104,0.0
3136,0.0
3168,0.0
3200,0.0
